Category,Product,Warehouse,Zip,Date,Time,Order Demand,Value
TBOX,TBOX S3,Berkeley,94701,13/03/2018,18:00:00,500,185.25
Worksuite 1000,Wordwrite,Berkeley,94701,01/02/2018,18:12:00,500,467.22
Worksuite 1000,EmailOut,Berkeley,94701,16/03/2018,17:15:00,500,91.09
TBOX,TBOX S3,Berkeley,94701,22/01/2018,17:50:00,500,185.25
Worksuite 1000,EmailOut,Berkeley,94701,02/04/2018,17:00:00,500,91.09
Worksuite 1000,EmailOut,Berkeley,94701,30/03/2018,18:23:00,500,91.09
Worksuite 1000,QNote,Berkeley,94701,22/01/2018,17:50:00,500,575.24
BI Stack,BIApps,Berkeley,94701,06/03/2018,17:40:00,500,401.99
BI Stack,BI Visualiser,Berkeley,94701,30/03/2018,18:23:00,500,128.54
BI Stack,BiFlow,Berkeley,94701,12/03/2018,16:30:00,500,160
Worksuite 1000,PublishIt,Berkeley,94701,18/04/2018,18:00:00,500,621.87
Worksuite 1000,EmailOut,Berkeley,94701,18/04/2018,18:00:00,500,91.09
TBOX,TBOX S3,Berkeley,94701,12/02/2018,17:00:00,500,185.25
Worksuite 1000,Sociplace,Berkeley,94701,19/04/2018,18:00:00,500,255
Worksuite 1000,Tribes,Berkeley,94701,30/01/2018,18:20:00,500,147.33
BI Stack,BiFlow,Berkeley,94701,04/06/2018,8:00:00,500,160
Worksuite 1000,VideoRight,Berkeley,94701,06/03/2018,17:40:00,500,601.56
Worksuite 1000,Slackala,Berkeley,94701,26/01/2018,18:30:00,500,591.88
Worksuite 1000,MindVis,Berkeley,94701,19/03/2018,17:10:00,500,437.66
Worksuite 1000,Streamer,Berkeley,94701,17/04/2018,17:00:00,500,256.554
Worksuite 1000,Spreadcel,Berkeley,94701,27/03/2018,16:55:00,500,157.28
Worksuite 1000,QDrive,Berkeley,94701,04/05/2018,17:55:00,500,283.01
Worksuite 1000,Interchange,Berkeley,94701,16/04/2018,18:08:00,500,148.23
Worksuite 1000,StorSQL,Berkeley,94701,16/04/2018,18:08:00,500,413.3
Worksuite 1000,PublishIt,Berkeley,94701,08/05/2018,16:30:00,500,621.87
Worksuite 1000,QDrive,Berkeley,94701,13/03/2018,18:00:00,500,283.01
Worksuite 1000,Wordwrite,Berkeley,94701,29/03/2018,18:21:00,500,467.22
Worksuite 1000,PlanAhead,Berkeley,94701,20/03/2018,17:50:00,500,407.99
Worksuite 1000,SlidePoint,Berkeley,94701,19/03/2018,17:10:00,500,364.39
Worksuite 1000,EmailOut,Berkeley,94701,16/01/2018,16:30:00,500,91.09
TBOX,TBOX S3,Berkeley,94701,13/04/2018,18:00:00,500,185.25
Worksuite 1000,MindVis,Berkeley,94701,18/05/2018,18:30:00,500,437.66
TBOX,TBOX,Berkeley,94701,24/01/2018,18:00:00,500,504.01
Worksuite 1000,VideoRight,Berkeley,94701,22/01/2018,17:50:00,500,601.56
Worksuite 1000,StorSQL,Berkeley,94701,07/03/2018,17:30:00,500,413.3
Worksuite 1000,EmailOut,Berkeley,94701,01/05/2018,17:10:00,500,91.09
Worksuite 1000,Wordwrite,Berkeley,94701,17/01/2018,17:00:00,500,467.22
Worksuite 1000,Whathype,Berkeley,94701,02/03/2018,18:06:00,500,396.33
Worksuite 1000,ShareIt,Berkeley,94701,19/03/2018,17:10:00,500,197.11
TBOX,TBOX,Berkeley,94701,16/04/2018,18:08:00,500,504.01
Worksuite 1000,Interchange,Berkeley,94701,18/05/2018,18:30:00,500,148.23
BI Stack,BI Visualiser,Berkeley,94701,08/03/2018,17:45:00,500,128.54
Worksuite 1000,VideoRight,Berkeley,94701,26/03/2018,17:10:00,500,601.56
Worksuite 1000,SlidePoint,Berkeley,94701,02/03/2018,18:06:00,500,364.39
Worksuite 1000,FillForm,Berkeley,94701,17/05/2018,17:00:00,500,344.24
Worksuite 1000,Interchange,Berkeley,94701,26/01/2018,18:30:00,500,148.23
Worksuite 1000,SlidePoint,Berkeley,94701,18/05/2018,18:30:00,500,364.39
Worksuite 1000,VideoRight,Berkeley,94701,30/04/2018,17:15:00,500,601.56
Worksuite 1000,ShareIt,Berkeley,94701,06/02/2018,18:00:00,500,197.11
Worksuite 1000,SlidePoint,Berkeley,94701,01/02/2018,18:12:00,500,364.39
Worksuite 1000,DoneIt,Berkeley,94701,30/01/2018,18:20:00,500,63.26
BI Stack,BIApps,Berkeley,94701,10/05/2018,17:11:00,500,401.99
Worksuite 1000,Slackala,Berkeley,94701,20/02/2018,17:55:00,500,591.88
Worksuite 1000,Tribes,Berkeley,94701,07/03/2018,17:30:00,500,147.33
BI Stack,BiFlow,Berkeley,94701,25/05/2018,18:23:00,500,160
Worksuite 1000,Streamer,Berkeley,94701,02/03/2018,18:06:00,500,256.554
Worksuite 1000,Wordwrite,Berkeley,94701,10/04/2018,17:00:00,500,467.22
Worksuite 1000,Slackala,Berkeley,94701,17/05/2018,17:00:00,500,591.88
BI Stack,BiFlow,Berkeley,94701,07/05/2018,17:20:00,500,160
Worksuite 1000,EmailOut,Berkeley,94701,01/05/2018,17:10:00,500,91.09
Worksuite 1000,Wordwrite,Berkeley,94701,19/03/2018,17:10:00,500,467.22
Worksuite 1000,QDrive,Berkeley,94701,19/03/2018,17:10:00,500,283.01
Worksuite 1000,Tribes,Berkeley,94701,09/05/2018,17:32:00,500,147.33
Worksuite 1000,QNote,Berkeley,94701,24/04/2018,18:00:00,500,575.24
Worksuite 1000,Interchange,Berkeley,94701,24/04/2018,18:00:00,500,148.23
Worksuite 1000,Interchange,Berkeley,94701,31/01/2018,18:15:00,500,148.23
Worksuite 1000,Wordwrite,Berkeley,94701,12/02/2018,17:00:00,500,467.22
BI Stack,BiFlow,Berkeley,94701,19/03/2018,17:10:00,500,160
Worksuite 1000,QDrive,Berkeley,94701,02/03/2018,18:06:00,500,283.01
BI Stack,BIApps,Berkeley,94701,06/03/2018,17:40:00,500,401.99
TBOX,TBOX,Berkeley,94701,02/03/2018,18:06:00,500,504.01
Worksuite 1000,FillForm,Berkeley,94701,17/01/2018,17:00:00,500,344.24
Worksuite 1000,Wordwrite,Berkeley,94701,29/01/2018,16:45:00,500,467.22
Worksuite 1000,MindVis,Berkeley,94701,02/03/2018,18:06:00,500,437.66
TBOX,TBOX S3,Berkeley,94701,11/04/2018,17:00:00,500,185.25
TBOX,TBOX,Berkeley,94701,30/04/2018,17:15:00,500,504.01
TBOX,TBOX S3,Berkeley,94701,17/01/2018,17:00:00,500,185.25
Worksuite 1000,SlidePoint,Berkeley,94701,12/02/2018,17:00:00,500,364.39
Worksuite 1000,VideoRight,Berkeley,94701,09/04/2018,17:20:00,500,601.56
Worksuite 1000,SlidePoint,Berkeley,94701,11/04/2018,17:00:00,500,364.39
BI Stack,BiFlow,Berkeley,94701,26/01/2018,18:30:00,500,160
BI Stack,BiFlow,Berkeley,94701,26/01/2018,18:30:00,500,160
BI Stack,BIApps,Berkeley,94701,21/05/2018,17:10:00,500,401.99
Worksuite 1000,VideoRight,Berkeley,94701,07/03/2018,17:30:00,500,601.56
Worksuite 1000,EmailOut,Berkeley,94701,21/03/2018,17:00:00,500,91.09
Worksuite 1000,Tribes,Berkeley,94701,11/04/2018,17:00:00,500,147.33
Worksuite 1000,Whathype,Berkeley,94701,01/05/2018,17:10:00,500,396.33
Worksuite 1000,Slackala,Berkeley,94701,17/01/2018,17:00:00,500,591.88
Worksuite 1000,Spreadcel,Berkeley,94701,08/03/2018,17:45:00,500,157.28
Worksuite 1000,StorSQL,Berkeley,94701,07/05/2018,17:20:00,500,413.3
Worksuite 1000,VideoRight,Berkeley,94701,18/05/2018,18:30:00,500,601.56
BI Stack,BiFlow,Berkeley,94701,06/03/2018,17:40:00,500,160
BI Stack,BIApps,Berkeley,94701,13/03/2018,18:00:00,500,401.99
Worksuite 1000,Tribes,Berkeley,94701,27/04/2018,17:30:00,500,147.33
Worksuite 1000,MindVis,Berkeley,94701,09/01/2018,17:32:00,500,437.66
BI Stack,BiFlow,Berkeley,94701,30/05/2018,17:20:00,500,160
BI Stack,BI Visualiser,Berkeley,94701,31/05/2018,16:35:00,500,128.54
Worksuite 1000,MindVis,Berkeley,94701,06/03/2018,17:40:00,500,437.66
TBOX,TBOX S3,Berkeley,94701,14/05/2018,16:32:00,500,185.25
Worksuite 1000,FillForm,Berkeley,94701,30/03/2018,18:23:00,500,344.24
Worksuite 1000,EmailOut,Berkeley,94701,30/05/2018,17:20:00,500,91.09
Worksuite 1000,Streamer,Berkeley,94701,26/04/2018,18:00:00,500,256.554
Worksuite 1000,Whathype,Berkeley,94701,09/03/2018,17:36:00,500,396.33
Worksuite 1000,Wordwrite,Berkeley,94701,30/05/2018,17:20:00,500,467.22
BI Stack,BiFlow,Berkeley,94701,26/04/2018,18:00:00,500,160
Worksuite 1000,MindVis,Berkeley,94701,10/01/2018,18:00:00,500,437.66
Worksuite 1000,DoneIt,Berkeley,94701,28/05/2018,17:52:00,500,63.26
Worksuite 1000,PlanAhead,Berkeley,94701,18/04/2018,18:00:00,500,407.99
Worksuite 1000,ShareIt,Berkeley,94701,18/04/2018,18:00:00,500,197.11
Worksuite 1000,Tribes,Berkeley,94701,29/05/2018,18:00:00,500,147.33
Worksuite 1000,Interchange,Berkeley,94701,30/03/2018,18:23:00,500,148.23
Worksuite 1000,Spreadcel,Berkeley,94701,22/03/2018,18:30:00,500,157.28
Worksuite 1000,Interchange,Berkeley,94701,02/03/2018,18:06:00,500,148.23
Worksuite 1000,Interchange,Berkeley,94701,18/05/2018,18:30:00,500,148.23
TBOX,TBOX S3,Berkeley,94701,18/05/2018,18:30:00,500,185.25
BI Stack,BiFlow,Berkeley,94701,16/01/2018,16:30:00,500,160
BI Stack,BiFlow,Berkeley,94701,10/01/2018,18:00:00,500,160
Worksuite 1000,MindVis,Berkeley,94701,22/01/2018,17:50:00,500,437.66
Worksuite 1000,SlidePoint,Berkeley,94701,22/01/2018,17:50:00,500,364.39
Worksuite 1000,Streamer,Berkeley,94701,29/03/2018,18:21:00,500,256.554
Worksuite 1000,Sociplace,Berkeley,94701,26/04/2018,18:00:00,500,255
Worksuite 1000,Wordwrite,Berkeley,94701,31/05/2018,16:35:00,500,467.22
Worksuite 1000,Whathype,Berkeley,94701,19/01/2018,18:00:00,500,396.33
TBOX,TBOX S3,Berkeley,94701,09/02/2018,18:05:00,500,185.25
Worksuite 1000,Wordwrite,Berkeley,94701,05/04/2018,18:20:00,500,467.22
Worksuite 1000,DoneIt,Berkeley,94701,11/01/2018,17:30:00,500,63.26
Worksuite 1000,Wordwrite,Berkeley,94701,22/02/2018,18:02:00,500,467.22
Worksuite 1000,Spreadcel,Berkeley,94701,20/02/2018,17:55:00,500,157.28
Worksuite 1000,Wordwrite,Berkeley,94701,07/03/2018,17:30:00,500,467.22
Worksuite 1000,DoneIt,Berkeley,94701,22/01/2018,17:50:00,500,63.26
Worksuite 1000,MindVis,Berkeley,94701,01/06/2018,18:15:00,500,437.66
BI Stack,BiFlow,Berkeley,94701,07/03/2018,17:30:00,500,160
Worksuite 1000,MindVis,Berkeley,94701,31/05/2018,16:35:00,500,437.66
Worksuite 1000,Spreadcel,Berkeley,94701,16/05/2018,18:00:00,500,157.28
Worksuite 1000,Wordwrite,Berkeley,94701,27/03/2018,16:55:00,500,467.22
BI Stack,BIApps,Berkeley,94701,03/05/2018,17:30:00,500,401.99
Worksuite 1000,ShareIt,Berkeley,94701,02/04/2018,17:00:00,500,197.11
Worksuite 1000,Slackala,Berkeley,94701,06/02/2018,18:00:00,500,591.88
Worksuite 1000,PublishIt,Berkeley,94701,25/05/2018,18:23:00,500,621.87
BI Stack,BiFlow,Berkeley,94701,18/05/2018,18:30:00,500,160
Worksuite 1000,DoneIt,Berkeley,94701,23/01/2018,17:00:00,500,63.26
BI Stack,BIApps,Berkeley,94701,23/03/2018,18:03:00,500,401.99
Worksuite 1000,Tribes,Berkeley,94701,26/04/2018,18:00:00,500,147.33
Worksuite 1000,PlanAhead,Berkeley,94701,11/05/2018,17:53:00,500,407.99
Worksuite 1000,Whathype,Berkeley,94701,22/03/2018,18:30:00,500,396.33
TBOX,TBOX S3,Berkeley,94701,09/05/2018,17:32:00,500,185.25
Worksuite 1000,Whathype,Berkeley,94701,10/04/2018,17:00:00,500,396.33
Worksuite 1000,MindVis,Berkeley,94701,07/05/2018,17:20:00,500,437.66
TBOX,TBOX,Berkeley,94701,08/02/2018,16:30:00,500,504.01
Worksuite 1000,SlidePoint,Berkeley,94701,30/03/2018,18:23:00,500,364.39
Worksuite 1000,Slackala,Berkeley,94701,19/04/2018,18:00:00,500,591.88
TBOX,TBOX S3,Berkeley,94701,17/01/2018,17:00:00,500,185.25
Worksuite 1000,Whathype,Berkeley,94701,28/05/2018,17:52:00,500,396.33
Worksuite 1000,Spreadcel,Berkeley,94701,14/05/2018,16:32:00,500,157.28
Worksuite 1000,QNote,Berkeley,94701,06/03/2018,17:40:00,500,575.24
BI Stack,BiFlow,Berkeley,94701,22/03/2018,18:30:00,500,160
Worksuite 1000,Wordwrite,Berkeley,94701,23/01/2018,17:00:00,500,467.22
Worksuite 1000,Tribes,Berkeley,94701,16/01/2018,16:30:00,500,147.33
Worksuite 1000,StorSQL,Berkeley,94701,29/05/2018,18:00:00,500,413.3
Worksuite 1000,Wordwrite,Berkeley,94701,16/03/2018,17:15:00,500,467.22
Worksuite 1000,Slackala,Berkeley,94701,26/04/2018,18:00:00,500,591.88
Worksuite 1000,EmailOut,Berkeley,94701,30/05/2018,17:20:00,500,91.09
Worksuite 1000,PublishIt,Berkeley,94701,22/03/2018,18:30:00,500,621.87
Worksuite 1000,Spreadcel,Berkeley,94701,20/03/2018,17:50:00,500,157.28
Worksuite 1000,StorSQL,Berkeley,94701,26/03/2018,17:10:00,500,413.3
Worksuite 1000,Slackala,Berkeley,94701,31/01/2018,18:15:00,500,591.88
BI Stack,BiFlow,Berkeley,94701,08/02/2018,16:30:00,500,160
TBOX,TBOX,Berkeley,94701,21/05/2018,17:10:00,500,504.01
Worksuite 1000,MindVis,Berkeley,94701,26/01/2018,18:30:00,500,437.66
Worksuite 1000,Tribes,Berkeley,94701,17/05/2018,17:00:00,500,147.33
Worksuite 1000,QNote,Berkeley,94701,24/04/2018,18:00:00,500,575.24
Worksuite 1000,SlidePoint,Berkeley,94701,09/02/2018,18:05:00,500,364.39
Worksuite 1000,Streamer,Berkeley,94701,23/03/2018,18:03:00,500,256.554
Worksuite 1000,Sociplace,Berkeley,94701,09/01/2018,17:32:00,500,255
BI Stack,BIApps,Berkeley,94701,19/01/2018,18:00:00,500,401.99
TBOX,TBOX S3,Berkeley,94701,25/05/2018,18:23:00,500,185.25
Worksuite 1000,Interchange,Berkeley,94701,16/04/2018,18:08:00,500,148.23
TBOX,TBOX,Berkeley,94701,02/02/2018,8:50:00,500,504.01
Worksuite 1000,FillForm,Berkeley,94701,28/02/2018,17:00:00,500,344.24
Worksuite 1000,Whathype,Berkeley,94701,27/03/2018,16:55:00,500,396.33
Worksuite 1000,EmailOut,Berkeley,94701,16/04/2018,18:08:00,500,91.09
Worksuite 1000,Wordwrite,Berkeley,94701,29/05/2018,18:00:00,500,467.22
Worksuite 1000,Spreadcel,Berkeley,94701,02/03/2018,18:06:00,500,157.28
Worksuite 1000,Wordwrite,Berkeley,94701,31/05/2018,16:35:00,500,467.22
Worksuite 1000,VideoRight,Berkeley,94701,29/01/2018,16:45:00,500,601.56
Worksuite 1000,DoneIt,Berkeley,94701,08/02/2018,16:30:00,500,63.26
TBOX,TBOX S3,Berkeley,94701,01/06/2018,18:15:00,500,185.25
BI Stack,BI Visualiser,Berkeley,94701,11/01/2018,17:30:00,500,128.54
Worksuite 1000,SlidePoint,Berkeley,94701,18/04/2018,18:00:00,500,364.39
Worksuite 1000,PlanAhead,Berkeley,94701,09/05/2018,17:32:00,500,407.99
TBOX,TBOX S3,Berkeley,94701,25/05/2018,18:23:00,500,185.25
Worksuite 1000,Spreadcel,Berkeley,94701,02/03/2018,18:06:00,500,157.28
Worksuite 1000,Slackala,Berkeley,94701,11/01/2018,17:30:00,500,591.88
Worksuite 1000,Tribes,Berkeley,94701,07/03/2018,17:30:00,500,147.33
Worksuite 1000,QNote,Berkeley,94701,23/05/2018,16:23:00,500,575.24
Worksuite 1000,Wordwrite,Berkeley,94701,20/02/2018,17:55:00,500,467.22
TBOX,TBOX,Berkeley,94701,22/01/2018,17:50:00,500,504.01
Worksuite 1000,Tribes,Berkeley,94701,11/04/2018,17:00:00,500,147.33
TBOX,TBOX S3,Berkeley,94701,01/05/2018,17:10:00,500,185.25
Worksuite 1000,MindVis,Berkeley,94701,21/03/2018,17:00:00,500,437.66
Worksuite 1000,Tribes,Berkeley,94701,24/04/2018,18:00:00,500,147.33
Worksuite 1000,Spreadcel,Berkeley,94701,18/05/2018,18:30:00,500,157.28
Worksuite 1000,ShareIt,Berkeley,94701,03/05/2018,17:30:00,500,197.11
Worksuite 1000,QNote,Berkeley,94701,22/01/2018,17:50:00,500,575.24
TBOX,TBOX,Berkeley,94701,24/05/2018,16:30:00,500,504.01
Worksuite 1000,EmailOut,Berkeley,94701,29/01/2018,16:45:00,500,91.09
Worksuite 1000,MindVis,Berkeley,94701,12/02/2018,17:00:00,500,437.66
Worksuite 1000,VideoRight,Berkeley,94701,18/05/2018,18:30:00,500,601.56
BI Stack,BIApps,Berkeley,94701,10/01/2018,18:00:00,500,401.99
Worksuite 1000,Streamer,Berkeley,94701,08/05/2018,16:30:00,500,256.554
BI Stack,BiFlow,Berkeley,94701,02/04/2018,17:00:00,500,160
BI Stack,BIApps,Berkeley,94701,12/01/2018,17:57:00,500,401.99
TBOX,TBOX,Berkeley,94701,29/05/2018,18:00:00,500,504.01
Worksuite 1000,QDrive,Berkeley,94701,28/11/2019,13:15:00,500,283.01
Worksuite 1000,Whathype,Berkeley,94701,06/12/2019,12:45:00,500,396.33
Worksuite 1000,SlidePoint,Berkeley,94701,30/12/2019,10:35:00,500,364.39
Worksuite 1000,Whathype,Berkeley,94701,14/10/2019,12:30:00,500,396.33
BI Stack,BIApps,Berkeley,94701,18/11/2019,12:05:00,500,401.99
Worksuite 1000,VideoRight,Berkeley,94701,12/09/2019,11:15:00,500,601.56
Worksuite 1000,SlidePoint,Berkeley,94701,15/08/2019,10:30:00,500,364.39
Worksuite 1000,StorSQL,Berkeley,94701,28/10/2019,11:14:00,500,413.3
Worksuite 1000,PublishIt,Berkeley,94701,05/12/2019,11:55:00,500,621.87
Worksuite 1000,MindVis,Berkeley,94701,15/08/2019,10:30:00,500,437.66
Worksuite 1000,PlanAhead,Berkeley,94701,02/09/2019,12:35:00,500,407.99
Worksuite 1000,Spreadcel,Berkeley,94701,16/10/2019,12:00:00,500,157.28
Worksuite 1000,StorSQL,Berkeley,94701,02/10/2019,12:15:00,500,413.3
Worksuite 1000,Wordwrite,Berkeley,94701,07/10/2019,12:27:00,500,467.22
Worksuite 1000,PlanAhead,Berkeley,94701,19/09/2019,9:50:00,500,407.99
Worksuite 1000,SlidePoint,Berkeley,94701,18/09/2019,10:20:00,500,364.39
Worksuite 1000,EmailOut,Berkeley,94701,19/08/2019,12:39:00,500,91.09
Worksuite 1000,Wordwrite,Berkeley,94701,02/09/2019,12:35:00,500,467.22
BI Stack,BiFlow,Berkeley,94701,15/08/2019,10:30:00,500,160
Worksuite 1000,Slackala,Berkeley,94701,09/09/2019,10:09:00,500,591.88
Worksuite 1000,Spreadcel,Berkeley,94701,25/11/2019,10:20:00,500,157.28
Worksuite 1000,PlanAhead,Berkeley,94701,21/10/2019,12:15:00,500,407.99
Worksuite 1000,Spreadcel,Berkeley,94701,16/10/2019,12:00:00,500,157.28
BI Stack,BiFlow,Berkeley,94701,08/11/2019,12:00:00,500,160
TBOX,TBOX,Berkeley,94701,11/10/2019,10:30:00,500,504.01
Worksuite 1000,StorSQL,Berkeley,94701,19/11/2019,8:06:00,500,413.3
Worksuite 1000,Tribes,Berkeley,94701,24/09/2019,12:37:00,500,147.33
Worksuite 1000,Sociplace,Berkeley,94701,18/12/2019,12:15:00,500,255
Worksuite 1000,DoneIt,Berkeley,94701,14/10/2019,12:30:00,500,63.26
Worksuite 1000,Wordwrite,Berkeley,94701,06/12/2019,12:45:00,500,467.22
Worksuite 1000,EmailOut,Berkeley,94701,20/08/2019,11:30:00,500,91.09
BI Stack,BI Visualiser,Berkeley,94701,04/12/2019,10:50:00,500,128.54
TBOX,TBOX S3,Berkeley,94701,02/09/2019,12:35:00,500,185.25
TBOX,TBOX S3,Berkeley,94701,08/11/2019,12:00:00,500,185.25
Worksuite 1000,QDrive,Berkeley,94701,28/08/2019,13:00:00,500,283.01
Worksuite 1000,Slackala,Berkeley,94701,05/12/2019,11:55:00,500,591.88
BI Stack,BIApps,Berkeley,94701,27/08/2019,12:20:00,500,401.99
Worksuite 1000,VideoRight,Berkeley,94701,19/08/2019,12:39:00,500,601.56
Worksuite 1000,VideoRight,Berkeley,94701,06/11/2019,12:01:00,500,601.56
TBOX,TBOX S3,Berkeley,94701,16/10/2019,12:00:00,500,185.25
Worksuite 1000,EmailOut,Berkeley,94701,02/09/2019,12:35:00,500,91.09
TBOX,TBOX S3,Berkeley,94701,23/10/2019,12:00:00,500,185.25
Worksuite 1000,Wordwrite,Berkeley,94701,21/08/2019,12:05:00,500,467.22
Worksuite 1000,EmailOut,Berkeley,94701,05/09/2019,11:00:00,500,91.09
Worksuite 1000,EmailOut,Berkeley,94701,30/08/2019,12:30:00,500,91.09
BI Stack,BIApps,Berkeley,94701,28/08/2019,13:00:00,500,401.99
Worksuite 1000,Streamer,Berkeley,94701,31/10/2019,9:30:00,500,256.554
Worksuite 1000,QDrive,Berkeley,94701,01/11/2019,11:30:00,500,283.01
BI Stack,BIApps,Berkeley,94701,21/10/2019,12:15:00,500,401.99
Worksuite 1000,Whathype,Berkeley,94701,19/08/2019,12:39:00,500,396.33
Worksuite 1000,Spreadcel,Berkeley,94701,11/10/2019,10:30:00,500,157.28
Worksuite 1000,SlidePoint,Berkeley,94701,14/08/2019,13:00:00,500,364.39
Worksuite 1000,QNote,Berkeley,94701,26/09/2019,12:45:00,500,575.24
Worksuite 1000,DoneIt,Berkeley,94701,25/12/2019,11:20:00,500,63.26
BI Stack,BiFlow,Berkeley,94701,05/12/2019,11:55:00,500,160
Worksuite 1000,Sociplace,Berkeley,94701,14/08/2019,13:00:00,500,255
Worksuite 1000,QDrive,Berkeley,94701,27/08/2019,12:20:00,500,283.01
BI Stack,BiFlow,Berkeley,94701,27/09/2019,11:30:00,500,160
Worksuite 1000,Wordwrite,Berkeley,94701,26/09/2019,12:45:00,500,467.22
Worksuite 1000,Wordwrite,Berkeley,94701,27/08/2019,12:20:00,500,467.22
Worksuite 1000,Interchange,Berkeley,94701,21/08/2019,12:05:00,500,148.23
Worksuite 1000,ShareIt,Berkeley,94701,06/12/2019,12:45:00,500,197.11
BI Stack,BiFlow,Berkeley,94701,12/09/2019,11:15:00,500,160
Worksuite 1000,StorSQL,Berkeley,94701,03/09/2019,10:30:00,500,413.3
Worksuite 1000,EmailOut,Berkeley,94701,29/11/2019,12:00:00,500,91.09
Worksuite 1000,PublishIt,Berkeley,94701,08/10/2019,10:00:00,500,621.87
Worksuite 1000,QDrive,Berkeley,94701,14/10/2019,12:30:00,500,283.01
Worksuite 1000,Slackala,Berkeley,94701,14/11/2019,11:00:00,500,591.88
Worksuite 1000,Spreadcel,Berkeley,94701,19/12/2019,11:30:00,500,157.28
Worksuite 1000,VideoRight,Berkeley,94701,20/11/2019,12:05:00,500,601.56
Worksuite 1000,VideoRight,Berkeley,94701,08/11/2019,12:00:00,500,601.56
Worksuite 1000,VideoRight,Berkeley,94701,16/10/2019,12:00:00,500,601.56
Worksuite 1000,QNote,Berkeley,94701,26/11/2019,11:30:00,500,575.24
Worksuite 1000,Whathype,Berkeley,94701,05/12/2019,11:55:00,500,396.33
Worksuite 1000,SlidePoint,Berkeley,94701,13/11/2019,9:30:00,500,364.39
Worksuite 1000,Spreadcel,Berkeley,94701,27/08/2019,12:20:00,500,157.28
Worksuite 1000,Sociplace,Berkeley,94701,16/08/2019,10:06:00,500,255
Worksuite 1000,Sociplace,Berkeley,94701,16/10/2019,12:00:00,500,255
TBOX,TBOX S3,Berkeley,94701,27/08/2019,12:20:00,500,185.25
BI Stack,BiFlow,Berkeley,94701,04/10/2019,11:00:00,500,160
Worksuite 1000,Wordwrite,Berkeley,94701,16/12/2019,12:30:00,500,467.22
Worksuite 1000,Spreadcel,Berkeley,94701,11/12/2019,9:45:00,500,157.28
Worksuite 1000,SlidePoint,Berkeley,94701,09/12/2019,13:00:00,500,364.39
Worksuite 1000,Tribes,Berkeley,94701,19/12/2019,11:30:00,500,147.33
Worksuite 1000,StorSQL,Berkeley,94701,15/10/2019,9:50:00,500,413.3
Worksuite 1000,QDrive,Berkeley,94701,14/08/2019,13:00:00,500,283.01
Worksuite 1000,Wordwrite,Berkeley,94701,07/08/2019,9:45:00,500,467.22
Worksuite 1000,PlanAhead,Berkeley,94701,12/11/2019,13:00:00,500,407.99
Worksuite 1000,StorSQL,Berkeley,94701,29/10/2019,11:00:00,500,413.3
Worksuite 1000,SlidePoint,Berkeley,94701,20/11/2019,12:05:00,500,364.39
Worksuite 1000,StorSQL,Berkeley,94701,16/10/2019,12:00:00,500,413.3
Worksuite 1000,Interchange,Berkeley,94701,13/12/2019,10:15:00,500,148.23
BI Stack,BIApps,Berkeley,94701,13/09/2019,12:43:00,500,401.99
Worksuite 1000,VideoRight,Berkeley,94701,12/12/2019,12:00:00,500,601.56
TBOX,TBOX,Berkeley,94701,23/12/2019,11:56:00,500,504.01
Worksuite 1000,VideoRight,Berkeley,94701,03/09/2019,10:30:00,500,601.56
Worksuite 1000,PublishIt,Berkeley,94701,03/09/2019,10:30:00,500,621.87
BI Stack,BiFlow,Berkeley,94701,05/12/2019,11:55:00,500,160
Worksuite 1000,DoneIt,Berkeley,94701,02/09/2019,12:35:00,500,63.26
Worksuite 1000,QDrive,Berkeley,94701,29/10/2019,11:00:00,500,283.01
Worksuite 1000,Wordwrite,Berkeley,94701,12/09/2019,11:15:00,500,467.22
Worksuite 1000,Whathype,Berkeley,94701,16/09/2019,13:00:00,500,396.33
Worksuite 1000,Whathype,Berkeley,94701,12/11/2019,13:00:00,500,396.33
Worksuite 1000,Spreadcel,Berkeley,94701,09/12/2019,13:00:00,500,157.28
Worksuite 1000,PlanAhead,Berkeley,94701,30/12/2019,10:35:00,500,407.99
Worksuite 1000,DoneIt,Berkeley,94701,26/09/2019,12:45:00,500,63.26
Worksuite 1000,QDrive,Berkeley,94701,20/09/2019,13:09:00,500,283.01
BI Stack,BiFlow,Berkeley,94701,07/11/2019,11:43:00,500,160
TBOX,TBOX S3,Berkeley,94701,05/12/2019,11:55:00,500,185.25
Worksuite 1000,FillForm,Berkeley,94701,19/12/2019,11:30:00,500,344.24
BI Stack,BiFlow,Berkeley,94701,19/12/2019,11:30:00,500,160
Worksuite 1000,Wordwrite,Berkeley,94701,21/08/2019,12:05:00,500,467.22
Worksuite 1000,Sociplace,Berkeley,94701,12/09/2019,11:15:00,500,255
Worksuite 1000,Tribes,Berkeley,94701,01/10/2019,11:34:00,500,147.33
Worksuite 1000,QNote,Berkeley,94701,01/11/2019,11:30:00,500,575.24
Worksuite 1000,Interchange,Berkeley,94701,29/10/2019,11:00:00,500,148.23
TBOX,TBOX,Berkeley,94701,30/08/2019,12:30:00,500,504.01
BI Stack,BiFlow,Berkeley,94701,11/10/2019,10:30:00,500,160
Worksuite 1000,QNote,Berkeley,94701,07/10/2019,12:27:00,500,575.24
Worksuite 1000,EmailOut,Berkeley,94701,07/11/2019,11:43:00,500,91.09
